"sitecode","nazev_cz","nazev_lat","feature_code","pop_typ","pop_min","pop_max","pop_jednotka","zachovalost","izolace","celkove","stav_text","source_file","druh_cz","druh","poznamka","pop_prum"
"vhodných podmínek v lesních porostech a na zimovištích.,sdo_3250_2016_0000.pdf
CZ0714080,netopýr brvitý,Myotis emarginatus,1321,NA,NA,NA,NA,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zachování populace druhu ve stavu minimálnì jako v dobì vyhlašování EVL"," a to zajištìním trvale","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zachování populace druhu ve stavu minimálnì jako v dobì vyhlašování EVL"," a to zajištìním trvale","",NA
"vhodných podmínek v lesních porostech a na zimovištích.,sdo_3250_2016_0000.pdf
CZ0714080,vrápenec malý,Rhinolophus hipposideros,1303,NA,NA,NA,NA,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zachování populace druhu ve stavu minimálnì jako v dobì vyhlašování EVL"," a to zajištìním trvale","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zachování populace druhu ve stavu minimálnì jako v dobì vyhlašování EVL"," a to zajištìním trvale","",NA
"vhodných podmínek v lesních porostech a na zimovištích.,sdo_3250_2016_0000.pdf
CZ0713742,netopýr velký,Myotis myotis,1324,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je udržet stav pøedmìtu ochrany na souèasné úrovni"," která odpovídá poèetnosti nižších desítek","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je udržet stav pøedmìtu ochrany na souèasné úrovni"," která odpovídá poèetnosti nižších desítek","",NA
"jedincù.,SDO_3251_2019_0000.pdf
CZ0713743,netopýr èerný,Barbastella barbastellus,1308,NA,NA,NA,NA,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a cílených zásahù udržet vhodné podmínky pro výskyt populace netopýrù na","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a cílených zásahù udržet vhodné podmínky pro výskyt populace netopýrù na","","",NA
"lokalitì (minimálnì zachovat stav z doby vyhlášení EVL).,sdo_3252_2015.pdf
CZ0713743,netopýr velký,Myotis myotis,1324,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a cílených zásahù udržet vhodné podmínky pro výskyt populace netopýrù na","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a cílených zásahù udržet vhodné podmínky pro výskyt populace netopýrù na","","",NA
"lokalitì (minimálnì zachovat stav z doby vyhlášení EVL).,sdo_3252_2015.pdf
CZ0713743,netopýr èerný,Barbastella barbastellus,1308,NA,NA,NA,NA,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a cílených zásahù udržet vhodné podmínky pro výskyt populace netopýrù","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a cílených zásahù udržet vhodné podmínky pro výskyt populace netopýrù","","",NA
"na lokalitì. Cílem je tedy zachovat velikost zimující populace netopýra èerného ve stejném stavu jako v dobì","","","","",NA,NA,"","","","","","","","","",NA
"vyhlášení EVL"," tzn. v poèetnosti vyšších desítek jedincù.,SDO_3252_2018_0000.pdf
CZ0713743,netopýr velký,Myotis myotis,1324,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a cílených zásahù udržet vhodné podmínky pro výskyt populace netopýrù","","",NA,NA,"","","","","",""," tzn. v poèetnosti vyšších desítek jedincù.,SDO_3252_2018_0000.pdf
CZ0713743,netopýr velký,Myotis myotis,1324,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a cílených zásahù udržet vhodné podmínky pro výskyt populace netopýrù","",NA
"na lokalitì. Cílem je tedy zachovat velikost zimující populace netopýra velkého ve stejném stavu jako v dobì","","","","",NA,NA,"","","","","","","","","",NA
"vyhlášení EVL"," tzn. v poèetnosti vyšších desítek jedincù.,SDO_3252_2018_0000.pdf
CZ0713391,svinutec tenký,Anisus vorticulus,4056,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zachování populace svinutce tenkého minimálnì na úrovni jako v dobì vyhlášení EVL","","",NA,NA,"","","","","",""," tzn. v poèetnosti vyšších desítek jedincù.,SDO_3252_2018_0000.pdf
CZ0713391,svinutec tenký,Anisus vorticulus,4056,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zachování populace svinutce tenkého minimálnì na úrovni jako v dobì vyhlášení EVL","",NA
"tj. v poèetnosti minimálnì vyšších stovek až tisícù jedincù.,SDO_3254_2021_0000.pdf
CZ0712192,koniklec velkokvìtý,Pulsatilla grandis,2093,stálá,561,561,jedinci,dobré zachování,populace na okraji areálu,významná hodnota,Dlouhodobým cílem je udržení poèetnosti populace koniklece velkokvìtého minimálnì na úrovni jako v dobì","","","","",NA,NA,"","","","","","","","","",NA
"vyhlašování EVL.,sdo_3255_2016_0000.pdf
CZ0712193,koniklec velkokvìtý,Pulsatilla grandis,2093,stálá,6000,-,jedinci,dobré zachování,populace na okraji areálu,dobrá hodnota,Dlouhodobým cílem je udržení poèetnosti populace koniklece velkokvìtého minimálnì na úrovni jako v dobì","","","","",NA,NA,"","","","","","","","","",NA
"vyhlašování EVL.,sdo_3256_2015.pdf
CZ0714772,pøástevník kostivalový *,Callimorpha quadripunctaria,1078,stálá,-,-,-,dobré zachování,populace na okraji areálu,významná hodnota,Dlouhodobým cílem je udržení stálé populace druhu s poèetností na úrovni minimálnì jako v dobì vyhlašování","","","","",NA,NA,"","","","","","","","","",NA
"EVL.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,sdo_3257_2017_0000.pdf
CZ0713526,netopýr brvitý,Myotis emarginatus,1321,NA,NA,NA,NA,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zachovat na lokalitì zimující populaci netopýra brvitého v poèetnosti minimálnì jako v dobì vyhlášení","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zachovat na lokalitì zimující populaci netopýra brvitého v poèetnosti minimálnì jako v dobì vyhlášení","","",NA
"EVL.,sdo_3260_2016_0000.pdf
CZ0713526,netopýr velký,Myotis myotis,1324,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zachovat na lokalitì zimující populaci netopýra velkého v poèetnosti minimálnì jako v dobì vyhlášení","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zachovat na lokalitì zimující populaci netopýra velkého v poèetnosti minimálnì jako v dobì vyhlášení","","",NA
"EVL.,sdo_3260_2016_0000.pdf
CZ0713745,netopýr brvitý,Myotis emarginatus,1321,rozmnožující se,160,275,jedinci,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zachování letní kolonie v poètu minimálnì stejném"," jako v dobì vyhlášení EVL.,sdo_3261_2016_0000.pdf
CZ0713746,netopýr velký,Myotis myotis,1324,rozmnožující se,210,210,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je za pomoci cílené péèe a ochrany lokality zachovat letní kolonii netopýra velkého alespoò na úrovni","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zachování letní kolonie v poètu minimálnì stejném"," jako v dobì vyhlášení EVL.,sdo_3261_2016_0000.pdf
CZ0713746,netopýr velký,Myotis myotis,1324,rozmnožující se,210,210,jedinci,dobré zachování,populace není izolovaná","",NA
"stavu pøi vyhlášení.,sdo_3262_2016_0000.pdf
CZ0713395,modrásek bahenní,Maculinea nausithous,1061,stálá,10,-,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Dlouhodobým cílem je zlepšení stavu oproti stavu pøi vyhlášení EVL. Pomocí cíleného managementu by mìly","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,významná hodnota,Dlouhodobým cílem je zlepšení stavu oproti stavu pøi vyhlášení EVL. Pomocí cíleného managementu by mìly","","",NA
"být vytvoøeny podmínky pro existenci stálé populace modráska bahenního èítající minimálnì nìkolik desítek","","","","",NA,NA,"","","","","","","","","",NA
"jedincù.,sdo_3263_2015.pdf
CZ0713747,netopýr brvitý,Myotis emarginatus,1321,rozmnožující se,70,80,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat stav z doby vyhlášení EVL aktivním managementem.,sdo_3264_2015.pdf
CZ0712225,koniklec velkokvìtý,Pulsatilla grandis,2093,stálá,836,836,jedinci,dobré zachování,populace je izolovaná,dobrá hodnota,Dlouhodobým cílem je zachování poèetnosti populace koniklece velkokvìtého minimálnì na úrovni jako v dobì","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat stav z doby vyhlášení EVL aktivním managementem.,sdo_3264_2015.pdf
CZ0712225,koniklec velkokvìtý,Pulsatilla grandis,2093,stálá,836,836,jedinci,dobré zachování,populace je izolovaná,dobrá hodnota,Dlouhodobým cílem je zachování poèetnosti populace koniklece velkokvìtého minimálnì na úrovni jako v dobì","","",NA
"vyhlašování EVL.,sdo_3266_2017_0000.pdf
CZ0713397,èolek karpatský,Triturus montandoni,2001,stálá,-,-,-,dobré zachování,populace na okraji areálu,vynikající hodnota,Dlouhodobým cílem je zachování životaschopné"," stálé populace èolka karpatského na lokalitì s poèetností","","","",NA,NA,"","","","","",""," stálé populace èolka karpatského na lokalitì s poèetností","","",NA
"minimálnì na stejné úrovni"," jako v dobì vyhlášení EVL.,sdo_3267_2017_0000.pdf
CZ0713397,èolek karpatský,Triturus montandoni,2001,stálá,-,-,-,dobré zachování,populace na okraji areálu,vynikající hodnota,Dlouhodobým cílem je zlepšení souèasného stavu"," tj. pøítomnost životaschopné stabilní stálé populace èolka","","",NA,NA,"","","","","",""," jako v dobì vyhlášení EVL.,sdo_3267_2017_0000.pdf
CZ0713397,èolek karpatský,Triturus montandoni,2001,stálá,-,-,-,dobré zachování,populace na okraji areálu,vynikající hodnota,Dlouhodobým cílem je zlepšení souèasného stavu"," tj. pøítomnost životaschopné stabilní stálé populace èolka","",NA
"karpatského na lokalitì o poètu minimálnì vyšších desítek dospìlcù a vývoj a úspìšná metamorfóza","","","","",NA,NA,"","","","","","","","","",NA
"minimálnì nižších desítek larev každý rok. Hlavním cílem je proto zajistit vhodné parametry vodního","","","","",NA,NA,"","","","","","","","","",NA
"prostøedí ke každoroènímu rozmnožování a vývoji larev èolkù karpatských jak v obou nádržích Èerného","","","","",NA,NA,"","","","","","","","","",NA
"jezera"," tak i v soustavách tùní. Z tohoto dùvodu je nutné zajistit pøítomnost vody v nádržích o stálé výšce","","","",NA,NA,"","","","","",""," tak i v soustavách tùní. Z tohoto dùvodu je nutné zajistit pøítomnost vody v nádržích o stálé výšce","","",NA
"hladiny v období rozmnožování"," pøítomnost rùznì velkých dostateènì zvodnìlých tùní"," vhodnou oslunìnost","","",NA,NA,"","","","","",""," pøítomnost rùznì velkých dostateènì zvodnìlých tùní"," vhodnou oslunìnost","",NA
"vodních biotopù a absenci ryb v nich. Zároveò je cílem zlepšení biotopových podmínek pro dospìlce","","","","",NA,NA,"","","","","","","","","",NA
"zejména vhodným lesním hospodaøením spojeným s ponecháváním dostateèného množství mrtvého døeva","","","","",NA,NA,"","","","","","","","","",NA
"a jiných úkrytù k zimování.,SDO_3267_2020_0000.pdf
CZ0713398,kuòka žlutobøichá,Bombina variegata,1193,stálá,-,-,-,prùmìrné nebo omezené zachování,populace na okraji areálu,dobrá hodnota,Dlouhodobým cílem je zachování poèetnosti populace minimálnì na úrovni jako v dobì vyhlašování EVL.,sdo_3268_2016_0000.pdf
CZ0712197,sleziník nepravý,Asplenium adulterinum,4066,stálá,160,160,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je zachovat populaci sleziníku nepravého minimálnì na úrovni v dobì vyhlášení a zlepšit vìkovou a","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je zachovat populaci sleziníku nepravého minimálnì na úrovni v dobì vyhlášení a zlepšit vìkovou a","","",NA
"zèásti i druhovou strukturu lesních porostù na lokalitì.,sdo_3269_2016_0000.pdf
CZ0712197,sleziník nepravý,Asplenium adulterinum,4066,stálá,160,160,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je zachovat populaci sleziníku nepravého minimálnì na úrovni v dobì vyhlášení (tj. minimálnì","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je zachovat populaci sleziníku nepravého minimálnì na úrovni v dobì vyhlášení (tj. minimálnì","","",NA
"v nižších stovkách trsù) a zkvalitnit prostøedí pro sleziník zlepšením vìkové a zèásti i druhové struktury","","","","",NA,NA,"","","","","","","","","",NA
"lesních porostù na lokalitì.,SDO_3269_2020_0000.pdf
CZ0813438,èolek velký,Triturus cristatus,1166,stálá,100,100,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Udržení stavu populace minimálnì na úrovni v dobì vyhlášení.,sdo_3270_2016_0000.pdf
CZ0813770,netopýr èerný,Barbastella barbastellus,1308,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,NA,sdo_3271_2015.pdf
CZ0813760,netopýr èerný,Barbastella barbastellus,1308,NA,NA,NA,NA,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je udržet stav pøedmìtu ochrany na úrovni v dobì vyhlášení"," tj. stovky jedincù.,SDO_3272_2020_0000.pdf
CZ0813439,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,vynikající zachování,populace není izolovaná",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Udržení stavu populace minimálnì na úrovni v dobì vyhlášení.,sdo_3270_2016_0000.pdf
CZ0813770,netopýr èerný,Barbastella barbastellus,1308,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,NA,sdo_3271_2015.pdf
CZ0813760,netopýr èerný,Barbastella barbastellus,1308,NA,NA,NA,NA,vynikající zachování,populace není izolovaná","",NA
"až stovkách jedincù"," detekovatelná na základì pøítomnosti dospìlých jedincù a jejich vývojových stádií.,sdo_3273_2017_0000.pdf
CZ0813439,vážka jasnoskvrnná,Leucorrhinia pectoralis,1042,stálá,10,10,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je zlepšit stav pøedmìtu ochrany oproti úrovni pøi vyhlášení"," tzn. dosáhnout stabilní populace o","",NA,NA,"","","","","",""," detekovatelná na základì pøítomnosti dospìlých jedincù a jejich vývojových stádií.,sdo_3273_2017_0000.pdf
CZ0813439,vážka jasnoskvrnná,Leucorrhinia pectoralis,1042,stálá,10,10,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je zlepšit stav pøedmìtu ochrany oproti úrovni pøi vyhlášení","",NA
"vyšších desítkách jedincù"," detekovatelná na základì pøítomnosti dospìlých jedincù a jejich vývojových stádií.,sdo_3273_2017_0000.pdf
CZ0813439,piskoø pruhovaný,Misgurnus fossilis,1145,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je udržet stav pøedmìtu ochrany na úrovni v dobì vyhlášení"," tzn. stabilní populace o stovkách jedincù","",NA,NA,"","","","","",""," detekovatelná na základì pøítomnosti dospìlých jedincù a jejich vývojových stádií.,sdo_3273_2017_0000.pdf
CZ0813439,piskoø pruhovaný,Misgurnus fossilis,1145,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je udržet stav pøedmìtu ochrany na úrovni v dobì vyhlášení","",NA
"detekovatelná na základì zastoupení jednotlivých délkových skupin.,sdo_3273_2017_0000.pdf
CZ0813442,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zlepšit stav pøedmìtu ochrany oproti souèasnému stavu"," kdy je poèetnost odhadována na jednotky","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zlepšit stav pøedmìtu ochrany oproti souèasnému stavu"," kdy je poèetnost odhadována na jednotky","",NA
